,price,city,version,year,engine,km,owner_num,gear_type,color,origin_own,nxt_test,test_cost
998,"155,000 ₪",ירכא,יונדאי I20 I20 PRIME,2019,998 ליטר בנזין,"110,000",1,אוטומטי,שחור,ליסינג,11 חודשים,"1,102 ₪"
999,"141,900 ₪",חיפה,ג'יפ רנגלר WRANGLER UNLI RUBICON S,2022,1995 ליטר בנזין,0,1,אוטומטי,שחור,פרטית,9 חודשים,"4,731 ₪"
1000,"118,990 ₪",קרית שמונה,קיה ספורטז' SPORTAGE URBAN,2016,1591 ליטר בנזין,"160,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"1,424 ₪"
1001,"62,000 ₪",רחובות,איסוזו D-Max PICK-UP S,2014,2499 ליטר דיזל,"197,000",1,ידני,שנהב לבן,פרטית,11 חודשים,"1,693 ₪"
1002,"103,900 ₪",ראשון לציון,סקודה אוקטביה OCTAVIA AMBITION,2019,1498 ליטר בנזין,"99,000",2,אוטומטי,שחור מטלי,פרטית,8 חודשים,"1,604 ₪"
1003,"85,900 ₪",חיפה,מזדה 3 MAZDA 3 SPORT,2018,1998 ליטר בנזין,"80,000",2,אוטומטי,שחור,פרטית,0,"1,604 ₪"
1004,"35,000 ₪",חיפה,מרצדס C קלאס C180 EXCLUSIVE,2016,1595 ליטר בנזין,"130,000",5,אוטומטי,שנהב לבן,פרטית,0,"2,397 ₪"
1005,"55,000 ₪",בת ים,מזדה 3 MAZDA 3 SPIRIT,2014,1998 ליטר בנזין,"195,000",3,אוטומטי,אפור,פרטית,9 חודשים,"1,584 ₪"
1006,"67,500 ₪",חיפה,מרצדס E קלאס E300 E AMG LINE,2020,1991 ליטר חשמל/בנזין,"20,600",1,אוטומטי,שחור,פרטית,11 חודשים,"3,357 ₪"
1007,"440,100 ₪",ירכא,פולקסווגן פאסאט PASSAT COMFORTLINE,2018,1395 ליטר בנזין,"143,000",1,אוטומטי,שחור מטלי,ליסינג,0,"2,019 ₪"
1008,"75,000 ₪",קרית שמונה,טויוטה C-HR C-HR CITY,2017,1197 ליטר בנזין,"135,000",2,אוטומטי,שחור מטלי,פרטית,2 חודשים,"1,604 ₪"
1009,"109,000 ₪",נתניה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,"49,000",1,אוטומטי,אפור,פרטית,5 חודשים,"1,835 ₪"
1010,"109,000 ₪",ראשון לציון,אופל מוקה X ENJOY - SR,2018,1364 ליטר בנזין,"95,000",2,אוטומטי,שחור מטלי,פרטית,7 חודשים,"1,604 ₪"
1011,"85,000 ₪",לוד,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2016,1998 ליטר בנזין,"165,000",3,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,693 ₪"
1012,"137,000 ₪",אבן יהודה,MG EHS PHEV NET-UP,2022,1490 ליטר חשמל/בנזין,"9,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"2,130 ₪"
1013,"59,000 ₪",פתח תקווה,סקודה פאביה FABIA AMBITION,2014,1197 ליטר בנזין,"139,000",2,אוטומטי,שחור מטלי,ליסינג,1 חודשים,0
1014,"395,000 ₪",ירכא,קיה נירו PHEV LX,2021,1580 ליטר חשמל/בנזין,"50,000",2,אוטומטי,כסף,ליסינג,3 חודשים,"2,130 ₪"
1015,"84,900 ₪",תל אביב יפו,סקודה ראפיד RAPID AMBITION,2018,999 ליטר בנזין,"127,000",2,אוטומטי,שנהב לבן,פרטית,0,"1,353 ₪"
1016,"107,500 ₪",בת ים,קיה ספורטז' SPORTAGE URBAN,2018,1591 ליטר בנזין,"99,000",1,אוטומטי,אפור,פרטית,8 חודשים,"1,604 ₪"
1017,"116,900 ₪",ראשון לציון,מזדה 3 MAZDA 3 SPORT,2018,1998 ליטר בנזין,"65,000",1,אוטומטי,אפור,פרטית,0,"1,604 ₪"
1018,"72,999 ₪",חיפה,סובארו XV XV 1.6 KYOTO,2017,1600 ליטר בנזין,"75,000",2,אוטומטי,חום בהיר,פרטית,0,"1,604 ₪"
1019,"97,000 ₪",ראשון לציון,יונדאי טוסון TUCSON PRIME PLUS,2018,1999 ליטר בנזין,"83,000",2,אוטומטי,שחור,פרטית,5 חודשים,"1,835 ₪"
1020,"165,000 ₪",נצרת,קיה פיקנטו PICANTO LX,2019,1248 ליטר בנזין,"116,000",1,אוטומטי,שנהב לבן,השכרה,1 חודשים,"1,102 ₪"
1021,"39,000 ₪",רמלה,רנו מגאן MEGAN E-TECH EV BALANCE PK E,2023,חשמלי,0,1,אוטומטי,אפור,פרטית,11 חודשים,0
1022,"138,900 ₪",ראשון לציון,קיה פיקנטו PICANTO GT LINE,2019,1248 ליטר בנזין,"78,000",1,אוטומטי,לבן,פרטית,8 חודשים,"1,102 ₪"
1023,"64,900 ₪",ראשון לציון,מיצובישי L-200 L200 INSTYLE,2019,2442 ליטר דיזל,"54,918",1,אוטומטי,לבן,ליסינג,6 חודשים,"2,563 ₪"
1024,"112,500 ₪",ראשון לציון,קאדילאק SRX SRX LUXURY,2013,3564 ליטר בנזין,"204,000",4,אוטומטי,אפור,השכרה,3 חודשים,"2,397 ₪"
1025,"83,000 ₪",ראשון לציון,דאציה דאסטר DUSTER LAUREATE,2020,1461 ליטר דיזל,"121,165",1,ידני,בז מטאלי,ליסינג,8 חודשים,"1,529 ₪"
1026,"66,900 ₪",חיפה,מזדה 3 MAZDA 3 SPIRIT,2020,1998 ליטר בנזין,"45,000",1,אוטומטי,שנהב לבן,פרטית,12 חודשים,"1,835 ₪"
1027,"103,000 ₪",חיפה,מיצובישי פאג'רו PAJERO DAKAR,2018,3200 ליטר דיזל,"114,167",2,אוטומטי,שנהב לבן,פרטית,0,"3,357 ₪"
1028,"71,000 ₪",עפולה,מרצדס CLA קלאס CLA180 AMG PLUS,2021,1332 ליטר בנזין,"20,600",1,אוטומטי,שחור,פרטית,10 חודשים,"4,731 ₪"
1029,"215,000 ₪",קרית שמונה,פורד אדג' EDGE SEL,2013,3497 ליטר בנזין,"115,000",2,אוטומטי,כסף מטלי,פרטית,0,"1,962 ₪"
1030,"74,900 ₪",פתח תקווה,סקודה סופרב SUPERB EXCLUSIVE,2019,1798 ליטר בנזין,"116,000",1,אוטומטי,שחור מטלי,פרטית,0,"2,563 ₪"
1031,"150,900 ₪",אשדוד,קיה פיקנטו PICANTO LX,2017,1248 ליטר בנזין,"107,000",2,אוטומטי,שנהב לבן,ליסינג,0,"1,102 ₪"
1032,"55,000 ₪",אבן יהודה,יונדאי טוסון TUCSON PREMIUM,2017,1999 ליטר בנזין,"179,000",3,אוטומטי,שנהב לבן,פרטית,1 חודשים,"2,019 ₪"
1033,"75,900 ₪",חיפה,מיצובישי אקליפס קרוס ECLIPSE CROSS PREMIUM,2019,1499 ליטר בנזין,"43,592",1,אוטומטי,אדום,פרטית,0,"2,417 ₪"
1034,"123,000 ₪",ראשון לציון,מיצובישי אאוטלנדר OUTLANDER INTENSE,2018,1998 ליטר בנזין,"140,000",1,אוטומטי,אפור,השכרה,4 חודשים,"2,019 ₪"
1035,"222,900 ₪",פתח תקווה,קיה פיקנטו PICANTO EX,2018,1248 ליטר בנזין,"48,019",1,אוטומטי,כסף,פרטית,0,"1,102 ₪"
1036,"268,000 ₪",טמרה,יונדאי אלנטרה ELANTRA INSPIRE SR,2018,1591 ליטר בנזין,"180,000",1,אוטומטי,כחול מטל,ליסינג,3 חודשים,"1,604 ₪"
1037,"65,000 ₪",חיפה,פיג'ו 3008 3008 ACTIVE,2019,1499 ליטר דיזל,"100,000",1,אוטומטי,שנהב לבן,ליסינג,0,"1,835 ₪"
1038,"149,000 ₪",בת ים,שברולט ספארק SPARK LT PLUS,2017,1399 ליטר בנזין,"95,000",1,אוטומטי,שנהב לבן,פרטית,0,"1,102 ₪"
1039,"45,000 ₪",פתח תקווה,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,"80,711",2,אוטומטי,שחור מטלי,פרטית,2 חודשים,"1,604 ₪"
1040,"79,900 ₪",ראשון לציון,קיה נירו NIRO LX,2019,1580 ליטר בנזין,"94,337",2,אוטומטי,שנהב לבן,פרטית,8 חודשים,"1,604 ₪"
1041,"120,900 ₪",פתח תקווה,יונדאי I25 I25 INSPIRE,2013,1591 ליטר בנזין,"175,000",4,אוטומטי,כסף,פרטית,9 חודשים,"1,205 ₪"
1042,"114,000 ₪",נתניה,קיה ספורטז' SPORTAGE URBAN,2018,1591 ליטר בנזין,"131,000",1,אוטומטי,לבן,פרטית,4 חודשים,"1,604 ₪"
1043,"64,900 ₪",ראשון לציון,מיצובישי אקליפס קרוס ECLIPSE CROSS INSTYLE,2018,1499 ליטר בנזין,"80,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,835 ₪"
1044,"70,000 ₪",עראבה,קיה סטוניק STONIC GT LINE,2021,998 ליטר בנזין,"28,006",1,אוטומטי,שחור,פרטית,5 חודשים,"1,811 ₪"
1045,"110,000 ₪",עפולה,טויוטה C-HR HYBRID CLUB,2020,1798 ליטר בנזין,"81,585",1,אוטומטי,לבן,אחר,12 חודשים,"1,604 ₪"
1046,"53,900 ₪",ראשון לציון,קיה פיקנטו PICANTO EX,2021,1248 ליטר בנזין,"34,753",1,אוטומטי,כסוף כהה,פרטית,1 חודשים,"1,235 ₪"
1047,"84,000 ₪",סינון עם האלגוריתם,קיה פיקנטו PICANTO LX,2020,1248 ליטר בנזין,"120,000",1,אוטומטי,כסף,ליסינג,4 חודשים,"1,235 ₪"
1048,"114,900 ₪",רמת השרון,פיאט 500 FIAT 500 ICON 1/3,2023,חשמלי,0,1,אוטומטי,לבן,פרטית,11 חודשים,"2,130 ₪"
1049,"118,900 ₪",רמת השרון,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,"152,000",1,אוטומטי,כסף מטלי,ליסינג,2 חודשים,"2,019 ₪"
1050,"36,000 ₪",חיפה,אאודי Q3 Q3 EXECUTIVE,2015,1395 ליטר בנזין,"192,000",3,אוטומטי,לבן,פרטית,0,"1,962 ₪"
1051,"109,000 ₪",ירושלים,פורד פוקוס FOCUS TREND,2017,1498 ליטר בנזין,"99,000",1,אוטומטי,אפור כהה,ליסינג,8 חודשים,"1,604 ₪"
1052,"110,090 ₪",רעננה,יונדאי IX35 IX35 INSPIRE,2013,1998 ליטר בנזין,"119,000",2,אוטומטי,אפור,פרטית,1 חודשים,"1,693 ₪"
1053,"114,900 ₪",חיפה,מזדה 6 MAZDA 6 LUXURY,2019,1998 ליטר בנזין,"58,000",1,אוטומטי,שחור,ליסינג,0,"2,417 ₪"
1054,"116,000 ₪",כפר סבא,מיצובישי אאוטלנדר OUTLANDER INSTYLE,2019,1998 ליטר בנזין,"127,000",1,אוטומטי,שחור,ליסינג,2 חודשים,"2,019 ₪"
1055,"85,900 ₪",חיפה,קאדילאק SRX SRX LUXURY C3U,2015,3564 ליטר בנזין,"125,000",2,אוטומטי,שחור,פרטית,11 חודשים,"2,397 ₪"
1056,"75,000 ₪",כרמיאל,שברולט טריילבליזר TRAIL BLAZER LS,2023,1341 ליטר בנזין,0,1,אוטומטי,שחור,ליסינג,11 חודשים,0
1057,"147,440 ₪",נתניה,טויוטה יאריס YARIS SOL,2019,1496 ליטר בנזין,"82,000",1,אוטומטי,שנהב לבן,ליסינג,11 חודשים,"1,102 ₪"
1058,"128,000 ₪",שדרות,יונדאי טוסון TUCSON LUXURY,2018,1999 ליטר בנזין,"117,000",3,אוטומטי,שנהב לבן,פרטית,6 חודשים,"2,019 ₪"
1059,"79,999 ₪",חיפה,ב מ וו סדרה 1 118I S,2018,1499 ליטר בנזין,"130,000",3,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,019 ₪"
1060,"47,999 ₪",חיפה,ב מ וו X5 M-SPORT SE M-SPORT SE,2023,2993 ליטר דיזל,0,1,אוטומטי,שחור מטלי,פרטית,10 חודשים,"4,731 ₪"
1061,"59,900 ₪",חיפה,קיה סטוניק STONIC PREMIUM,2019,998 ליטר בנזין,"29,000",1,אוטומטי,שנהב לבן,פרטית,0,"1,353 ₪"
1062,"114,900 ₪",ראשון לציון,סיאט ארונה ARONA STYLE,2019,999 ליטר בנזין,"90,000",1,אוטומטי,שנהב לבן,ליסינג,5 חודשים,"1,353 ₪"
1063,"127,000 ₪",אבן יהודה,טויוטה קורולה HSD SDN SUN,2019,1798 ליטר בנזין,"56,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"1,604 ₪"
1064,"86,000 ₪",חולון,פיג'ו 3008 3008 ACTIVE,2020,1199 ליטר בנזין,"63,000",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"1,835 ₪"
1065,"157,140 ₪",נתניה,יונדאי טוסון TUCSON PREMIUM,2016,1999 ליטר בנזין,"75,992",1,אוטומטי,כחול מטאלי,פרטית,5 חודשים,"1,584 ₪"
1066,"73,000 ₪",חיפה,מיצובישי ASX ASX INTENSE,2018,1998 ליטר בנזין,"124,000",2,אוטומטי,אדום,פרטית,4 חודשים,"1,604 ₪"
1067,"119,000 ₪",עפולה,קיה ספורטז' SPORTAGE URBAN,2016,1999 ליטר בנזין,"114,000",2,אוטומטי,כסף,פרטית,7 חודשים,"1,584 ₪"
1068,"99,990 ₪",קרית שמונה,ניסאן מיקרה MICRA VISIA,2018,1198 ליטר בנזין,"122,000",1,אוטומטי,שנהב לבן,ליסינג,4 חודשים,"1,102 ₪"
1069,"610,000 ₪",עפולה,שברולט קפטיבה ספורט CAPTIVA SPORT LS,2015,2384 ליטר בנזין,"110,000",4,אוטומטי,כסף מטלי,ליסינג,0,"1,584 ₪"
1070,"102,000 ₪",נתניה,ב מ וו סדרה 3 330E IPERFORMAN EXCLUSIVE,2017,1998 ליטר חשמל/בנזין,"80,000",1,אוטומטי,שנהב לבן,פרטית,2 חודשים,"2,563 ₪"
1071,"95,000 ₪",לוד,מזדה 3 MAZDA 3 SPIRIT,2015,1998 ליטר בנזין,"150,000",2,אוטומטי,שחור,פרטית,4 חודשים,"1,584 ₪"
1072,"116,000 ₪",טמרה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,"72,053",1,אוטומטי,שנהב לבן,פרטית,0,"1,835 ₪"
1073,"84,000 ₪",סינון עם האלגוריתם,אינפיניטי QX30 INFINITI QX30 LUXE TECH,2019,1991 ליטר בנזין,"52,845",1,אוטומטי,שחור מטלי,פרטית,0,"2,563 ₪"
1074,"120,000 ₪",נתניה,שברולט טרוורס TRAVERSE LT,2011,3564 ליטר בנזין,"220,000",2,אוטומטי,שנהב לבן,פרטית,1 חודשים,"1,508 ₪"
1075,"93,900 ₪",חיפה,קיה פיקנטו PICANTO LX,2018,1248 ליטר בנזין,"88,000",2,אוטומטי,כסף,פרטית,6 חודשים,"1,102 ₪"
1076,"74,900 ₪",עפולה,קיה נירו NIRO EX,2017,1580 ליטר בנזין,"113,000",1,אוטומטי,לבן,פרטית,6 חודשים,"1,604 ₪"
1077,"78,000 ₪",חולון,מיצובישי ASX ASX PREMIUM,2020,1998 ליטר בנזין,"27,459",1,אוטומטי,שחור,פרטית,0,"2,130 ₪"
1078,"41,900 ₪",תל אביב יפו,מזדה CX-5 MAZDA CX-5 EXECUTIVE,2023,1998 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,417 ₪"
1079,"35,000 ₪",חיפה,מרצדס C קלאס C300 AMG SPORT,2023,1991 ליטר בנזין,"2,189",1,אוטומטי,שנהב לבן,פרטית,11 חודשים,0
1080,"155,000 ₪",אזור,קיה סטוניק STONIC EX,2020,998 ליטר בנזין,"65,766",1,אוטומטי,אפור,פרטית,0,"1,529 ₪"
1081,"65,900 ₪",ראשון לציון,יונדאי I10 I10 INSIGHT,2015,998 ליטר בנזין,"106,000",3,אוטומטי,שנהב לבן,ליסינג,3 חודשים,985 ₪
1082,"113,900 ₪",חיפה,קיה סורנטו SORENTO URBAN,2018,2359 ליטר בנזין,"140,000",1,אוטומטי,שנהב לבן,פרטית,10 חודשים,"2,019 ₪"
1083,"147,900 ₪",חיפה,אופל אסטרה ASTRA ENJOY-ST,2017,1399 ליטר בנזין,"90,000",1,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,604 ₪"
1084,"48,000 ₪",עפולה,לנד רובר דיסקאברי DISCOVERY SE 240,2018,1999 ליטר דיזל,"76,000",2,אוטומטי,ברונזה,פרטית,1 חודשים,"3,357 ₪"
1085,"55,900 ₪",ראשון לציון,ב מ וו סדרה 1 118I SPORT,2017,1499 ליטר בנזין,"70,000",3,אוטומטי,שנהב לבן,פרטית,0,"2,019 ₪"
1086,"97,900 ₪",פתח תקווה,יונדאי סונטה HYBRID LIMITED,2016,1999 ליטר בנזין,"130,000",1,אוטומטי,שחור,פרטית,11 חודשים,"1,693 ₪"
1087,"122,900 ₪",ראשון לציון,מזדה CX-30 CX-30 COMFORT,2021,1998 ליטר בנזין,"54,000",2,אוטומטי,שחור,אחר,5 חודשים,"2,130 ₪"
1088,"179,000 ₪",ראשון לציון,מזדה 2 MAZDA 2 DYNAMIC,2020,1496 ליטר בנזין,"29,000",2,אוטומטי,שנהב לבן,אחר,9 חודשים,"1,529 ₪"
1089,"410,000 ₪",ירכא,יונדאי I20 I20 PRESTIGE,2020,998 ליטר בנזין,"59,077",2,אוטומטי,שנהב לבן,פרטית,5 חודשים,"1,529 ₪"
1090,"104,900 ₪",פתח תקווה,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,"51,000",1,אוטומטי,שחור,פרטית,11 חודשים,"1,835 ₪"
1091,"42,000 ₪",עפולה,מזדה 3 MAZDA 3 SPORT,2017,1998 ליטר בנזין,"63,000",2,אוטומטי,אפור,פרטית,6 חודשים,"1,604 ₪"
1092,"139,500 ₪",בת ים,יונדאי I25 I25 INSPIRE,2017,1591 ליטר בנזין,"170,000",1,אוטומטי,שנהב לבן,ליסינג,0,"1,353 ₪"
1093,"41,900 ₪",באר טוביה,מזדה CX-5 CX-5 SIGNATURE,2020,2488 ליטר בנזין,"59,000",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"3,366 ₪"
1094,"329,996 ₪",קרית שמונה,פורד קוגה KUGA TREND X,2020,1498 ליטר בנזין,"50,836",1,אוטומטי,כסוף,אחר,0,"2,130 ₪"
1095,"112,500 ₪",בת ים,מזדה 3 MAZDA 3 SPIRIT,2020,1998 ליטר בנזין,"60,000",2,אוטומטי,שנהב לבן,פרטית,6 חודשים,"2,130 ₪"
1096,"109,500 ₪",קרית אתא,סיטרואן C5 AIRCROSS C5 AIRCROSS FEEL,2020,1499 ליטר דיזל,"92,349",1,אוטומטי,שנהב לבן,פרטית,1 חודשים,"2,130 ₪"
1097,"130,000 ₪",חדרה,מזדה CX-5 MAZDA CX-5 EXECUTIVE,2023,1998 ליטר בנזין,0,1,אוטומטי,שנהב לבן,פרטית,11 חודשים,"2,417 ₪"
1098,"95,995 ₪",קרית שמונה,יונדאי איוניק HYBRID SUPREME FL,2020,1580 ליטר בנזין,"33,000",1,אוטומטי,אפור מטל,פרטית,0,0
1099,"85,900 ₪",פתח תקווה,אאודי Q5 Q5 DESIGN LMTD,2019,1984 ליטר בנזין,"70,000",1,אוטומטי,שנהב לבן,אחר,6 חודשים,"3,357 ₪"
1100,"115,000 ₪",רמלה,ניסאן סנטרה SENTRA SR,2019,1798 ליטר בנזין,"130,000",1,אוטומטי,שנהב לבן,ליסינג,2 חודשים,"1,604 ₪"
1101,"82,000 ₪",בת ים,פיג'ו 3008 3008 ACTIVE,2019,1199 ליטר בנזין,"129,971",1,אוטומטי,אפור כהה,ליסינג,2 חודשים,"1,835 ₪"
1102,"59,000 ₪",חיפה,מיצובישי אאוטלנדר OUTLANDER INTENSE,2019,1998 ליטר בנזין,"115,000",1,אוטומטי,אדום,ליסינג,2 חודשים,"2,019 ₪"
1103,"181,000 ₪",תל אביב יפו,ניסאן מיקרה MICRA VISIA,2012,1198 ליטר בנזין,"215,000",2,אוטומטי,כסף מטלי,השכרה,0,"1,205 ₪"
1104,"112,500 ₪",מאיפה שנוח לך בארץ,סקודה קודיאק KODIAQ AMBITION,2020,1498 ליטר בנזין,"70,000",1,אוטומטי,שחור מטלי,ליסינג,11 חודשים,"2,019 ₪"
1105,"138,500 ₪",בת ים,יונדאי איוניק HYBRID PREMIUM FL,2020,1580 ליטר בנזין,"96,599",1,אוטומטי,כסוף,ליסינג,0,"1,811 ₪"
1106,"117,900 ₪",פתח תקווה,וולבו V40 T4 R DESIGN,2018,1969 ליטר בנזין,"95,000",2,אוטומטי,אפור מטל,פרטית,0,"2,019 ₪"
1107,"179,000 ₪",ראשון לציון,קיה ספורטז' SPORTAGE URBAN,2019,1598 ליטר דיזל,"139,000",1,אוטומטי,שנהב לבן,פרטית,4 חודשים,"1,835 ₪"
1108,"119,900 ₪",רעננה,יונדאי I30 I30 INSPIRE,2010,1591 ליטר בנזין,"199,000",4,אוטומטי,שחור,פרטית,2 חודשים,"1,262 ₪"
1109,"220,000 ₪",עפולה,ניסאן סנטרה SENTRA SR,2017,1798 ליטר בנזין,"174,000",2,אוטומטי,שחור,השכרה,5 חודשים,"1,604 ₪"
1110,"79,000 ₪",נתניה,מזדה 2 MAZDA 2 DYNAMIC,2018,1496 ליטר בנזין,"120,000",1,אוטומטי,כחול,פרטית,0,"1,353 ₪"
